,Applies To,Country,DataSource,Date Start,Date end intended,Description of measure implemented,Exceptions,ID,Implementing City,Implementing State/Province,Keyword,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,_merge,confidence
840,,Andorra,ef,2020-03-15,,"On 15 March, it was announced that there were four new active cases in Andorra, making a total of 6 cases (5 of them being active at the time). All four people that contracted the virus had been in contact with the 87-year-old woman.",,804,,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,,
841,,Andorra,ef,2020-03-16,,The Government announced that it would close all schools from 16 March.,,802,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,,
842,,Russia,ef,2020-01-30,,Border with China is closed.,,810,,,,international travel ban - risk countries,,https://www.cnbc.com/2020/01/30/coronavirus-russia-closes-border-with-china-to-prevent-spread.html,,China,,,,
843,,Belarus,ef,2020-03-21,,"As of 21 March, a total of 76 confirmed cases have been reported.",,809,,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus,,,,,,
844,,Belarus,ef,2020-03-20,,"As of 20 March, 69 cases have been registered, including 15 recovered and 42 cases of asymptomatic infection course.",,808,,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus,,,,,,
845,,Belarus,ef,2020-03-18,,"As of 18 March, a total of 51 confirmed cases have been registered, including 5 recoveries and 37 cases of asymptomatic infection course.",,807,,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus,,,,,,
846,,Andorra,ef,2020-03-17,,"On 17 March, the toll of cases raised to 39. The Co-Prince Joan Enric Vives Sicília addressed a special televised message calling for the calm gratitude and collaboration among all.",,806,,,,"case reporting, public announcement",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,,
847,,Andorra,ef,2020-03-16,,On 16 March the Prime Minister ordered the closing of all construction and industrial activity as the coronavirus cases amounted to 14 after a rise of 9 on the day with the highest number of cases registered.,,805,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,,
848,,US: S Carolina,ef,2020-03-12,,South Carolina Science Olympiad announces its decision to cancel its state championship tournaments for both divisions,,,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,,
849,,US: S Carolina,ef,2020-03-12,2020-04-03,The South Carolina Independent School Association (SCISA) announces that it will be suspending all athletics,,,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,,,
850,,Bosnia and Herzegovina,ef,2020-03-24,,"On 24 March 2020, Council of Ministers of Bosnia and Herzegovina issued a decision which bans entrance for all foreigners, and also from 30 March 2020 all borders at airports in Bosnia and Herzegovina will be closed for passengers, and airplanes could land only to deliver cargo.",,,,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,,,
851,,Bosnia and Herzegovina,ef,2020-03-18,,"The Headquarters of Federation of B&H issued on 18 March an order that banned all public gatherings, suspending the operation of all catering facilities for the preparation and sale of food and beverages, restaurants, pizzerias, confectioneries, beauty salons, hookah bars, coffee bars, discos, tea shops, cafes, private dentists.",,,,Federation of Bosnia and Herzegovina,,"nonessential business suspension, outdoor gatherings banned, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,,,
852,,Bosnia and Herzegovina,ef,2020-03-15,,"On 15 March 2020, Council of Ministers of Bosnia and Herzegovina issued a decision which forbids for foreign nationals entering Bosnia and Herzegovina to enter from areas with intensive transmission of virus coronas, and especially from: Provinces of the PRC (Wuhan), South Korea, Japan, Italy, Iran, France, Romania, Germany, Austria, Spain, Switzerland and Belgium.",,,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,"Austria, Belgium, France, Germany, Iran, Italy, Japan, Provinces of the PRC (Wuhan), Romania, South Korea, Spain, Switzerland",,,,
853,,US: Florida,ef,2020-03-16,,"On March 16, MLB announced that the season will be postponed indefinitely",,,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,,
854,,US: Florida,ef,2020-03-12,,Several leagues began postponing or suspending their seasons,,,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,,
855,,US: Florida,ef,2020-03-12,2020-04-04,"Florida International University in Miami announced that it will transition to remote learning, The University of South Florida in Tampa announced that all classes will consist of remote instruction for two weeks following spring break",,,,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,,
856,,Mexico,ef,2020-03-11,,First quarantines - a man returned Europe and 8 other people he was in contact with quarantined,,812,,,,"confirmed case isolation, contact isolation - no symptoms",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
857,,Mexico,ef,2020-03-13,,Several major sporting and cultural events canceled or postponed,,813,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
858,,Mexico,ef,2020-03-14,,All sporting and civic events in schools canceled,,814,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
859,,Mexico,ef,2020-03-20,2020-04-20,"School Easter break extended, i.e. efficiently closing schools",,815,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
860,,Mexico,ef,2020-03-17,,Several universities suspended classes ,,816,,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
861,,Mexico,ef,2020-03-18,,Colima Governor declared a state of emergency,,817,,Colima,,"special management arrangements, state of emergency",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
862,,Mexico,ef,2020-03-21,2020-03-23,"Closure of archeological sites (place of mass tourist gatherings). The closure is temporary for 1-3 days, restrictive measures will follow after re-opening.",,818,,,,cultural activity limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
863,,Mexico,ef,2020-03-15,,Soccer Liga MX suspended,,819,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,,
864,,Mexico,ef,2020-03-19,,Temperature screening at Mexico City airport,,820,,,,international traveller screening - all countries,,https://mexiconewsdaily.com/news/coronavirus/cdmx-airport-ramps-up-passenger-health-checks/,,,,,,
865,,Mexico,ef,2020-03-17,,Inflatable hospital installed in Hidalgo before anticipated outbreak,,821,,,,hospital construction,,https://mexiconewsdaily.com/news/coronavirus/inflatable-hospital-installed-in-hidalgo/,,,,,,
866,,Mexico,ef,2020-03-17,,"Public events over 1,000 people suspended in Mexico City",,822,,Mexico City,,outdoor gatherings banned,1000.0,https://mexiconewsdaily.com/news/coronavirus/mexico-city-bans-events-with-more-than-1000-people/,,,,,,
867,,Mexico,ef,2020-03-23,2020-04-20,Voluntary social distancing program by the Health Ministry commences,,823,,,,social distancing advice,,https://mexiconewsdaily.com/news/coronavirus/maintain-a-healthy-distance-to-avoid-infection/,,,,,,
868,,Bulgaria,ef,2020-03-18,,"The Ministry of Health announced that citizens from a number of countries would be prohibited from entering Bulgaria starting 00:00 on 18 March. These are China, Iran, Bangladesh, India, the Maldives, Nepal, Sri Lanka, Spain, Italy, South Korea, France, Germany, the Netherlands, Switzerland and the United Kingdom.",,824,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,"Bangladesh, China, France, Germany, India, Iran, Italy, Nepal, South Korea, Spain, Sri Lanka, Switzerland, The United Kingdom, the Maldives, the Netherlands",,,,
869,,Croatia,ef,2020-03-17,,"On 17 March, Prime Minister Plenković announced closing shopping centres, some shops, restaurants, cinemas, theatres, reading rooms, libraries, gyms, sports centres, fitness centres, recreation centres, dance schools, children's and other workshops, exhibitions, fairs, nightclubs and discos.",,835,,,,"nonessential business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,,
870,,Croatia,ef,2020-03-02,,"On 2 March, Zagreb Philharmonic Orchestra issued a statement that their joint concert with Filarmomica di Milano conducted by Daniele Gatti, set to be held in Vatroslav Lisinski Concert Hall on 10 March, had been cancelled due to the Italian orchestra coming from the affected Italian area which would've increased the risk of exposure to the virus.",,838,,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,,
871,,Croatia,ef,2020-03-11,,"On 11 March, Rijeka Film Festival and the Role of Cultural Heritage in Socioeconomic Development and the Preservation of Democratic Values conference were both postponed until further notice.",,830,,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,,
872,,Croatia,ef,2020-03-16,,"On 13 March, Prime Minister Plenković announced that all kindergartens, schools and faculties in Croatia would be closed for a fortnight starting on 16 March.",,837,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,,
873,,Croatia,ef,2020-03-13,,"On 11 March it was announced that kindergartens, schools and faculties in Istria County would be closed from 13 March, with students of the first four grades of primary school keeping up with classes via the TV channel HRT 3 or via Sharepoint from Microsoft Office.",,836,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,,
874,,Croatia,ef,2020-03-14,,"On 14 March, the Government banned price increases and set the 30 January price as the highest possible for the following products: flour, milk, milk powder, eggs, sugar, salt, rice, pasta, fresh meat, fish, fruit, vegetables, canned meat, canned fish, edible oil, baby food, baby diapers, drinking water, laundry detergent, dishwasher detergent, soap, as well as water disinfectants, space disinfectants, hand sanitisers including concentrated alcohol, hazmat suits and other protective clothes and shoes, goggles, protective gloves, protective shoe covers, protective masks, respirators/transport fans, medication, medical products and bed covers for medical system; to avoid price increases amid panic buying.",,834,,,,price ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,,
875,,Croatia,ef,2020-03-20,,"On 20 March, Croatian National Theatre Ivan pl. Zajc in Rijeka started with an online virtual program Zajc With You on their YouTube channel, as an act responsibility and in solidarity with its audience, citizens of Rijeka and the wider community, especially those most vulnerable ones, either because of their age or because they are ""on the front line of defense against the virus"". Some ensembles will not continue their regular and usual work, because it involves gathering of more people, such as orchestras or choirs, and physical contact, such as ballet ensembles.",,833,,,,remote cultural content,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,,
